time,ShortWave,LongWave,AirTemp,RelHum,Wind,Rain
2015-06-03 00:00:00,0,366.3699951,18.05001221,85.17251516,3.925621046,0
2015-06-03 01:00:00,0,352.4299927,17.45998535,87.8428466,3.986289031,0
2015-06-03 02:00:00,0,352.4500122,16.83001099,89.36773069,4.0534923,0
2015-06-03 03:00:00,0,352.4599915,16.2000061,90.88397386,4.114911853,0
2015-06-03 04:00:00,0,339.3999939,15.5800415,92.33535035,4.183168559,0
2015-06-03 05:00:00,0,339.3900146,16.05001221,88.98378416,4.664118237,0
2015-06-03 06:00:00,29.33200073,339.3900146,16.51000366,85.81608435,5.150582606,0
2015-06-03 07:00:00,110.4079971,371.9200134,16.98000488,82.70982848,5.656933894,0
2015-06-03 08:00:00,194.9440002,371.9100037,17.17000732,83.72872601,6.22675657,0
2015-06-03 09:00:00,289.9370117,371.9100037,17.35,84.76267707,6.844245722,0.0019776
2015-06-03 10:00:00,219.9089966,393.1199951,17.54000244,85.71305628,7.495732242,0.0105024
2015-06-03 11:00:00,252.3090057,393.1099854,17.77001343,84.86352709,7.902082101,0.0033216
2015-06-03 12:00:00,274.4679871,393.1099854,17.9999939,84.02141636,8.326853973,0.0036768
2015-06-03 13:00:00,289.0710144,386.9400024,18.23000488,83.19174885,8.772240312,0.0111264
2015-06-03 14:00:00,258.7619934,386.9400024,18.01000366,87.09672854,8.186159038,0.0105312
2015-06-03 15:00:00,222.6549988,386.9400024,17.77999268,91.15748785,7.614991674,0.014073599
2015-06-03 16:00:00,157.9360046,386.0299988,17.55999146,95.25440982,7.053375282,0.031891199
2015-06-03 17:00:00,104.8359985,386.0400085,16.90999756,97.30186866,6.971398705,0.0763104
2015-06-03 18:00:00,49.63700104,386.0499878,16.2499939,99.43575744,6.973643006,0.089107201
2015-06-03 19:00:00,0,385.4500122,15.6,100,7.060028339,0.169372799
2015-06-03 20:00:00,0,385.4500122,15.82000122,100,6.738939219,0.186172794
2015-06-03 21:00:00,0,385.4400024,16.05001221,100,6.637115307,0.161087997
2015-06-03 22:00:00,0,375.269989,16.27999268,100,6.782403675,0.168912003
2015-06-03 23:00:00,0,375.2799988,15.8800293,100,5.910346712,0.181655994
2015-06-04 00:00:00,0,375.2900085,15.46999512,100,5.602927869,0.0120432
2015-06-04 01:00:00,0,351.9500122,15.07000122,100,5.957784881,0.0120864
